,k,x,reward,patch_label,regret,m,q,simul_id
181,3.0,[  2.         195.29686928  -7.44707687],0.0,non_Speaker,1.0,[ 1.07563296  2.91516513 -1.37052881],[1. 1. 1.],36
193,3.0,[  2.         295.6662795  -14.95807262],0.0,non_Speaker,1.0,[ 0.0060048   0.10137566 -0.09144972],[ 1.04412518 11.09918538 14.40463526],36
196,3.0,[  2.         318.44053483 -13.49566819],0.0,non_Speaker,1.0,[ 1.74100364  2.75698608 -1.46448995],[1. 1. 1.],36
209,2.0,[  3.         842.09154342  -1.85867226],0.0,Speaker,1.0,[ 1.4149382   3.1685792  -0.77121994],[1. 1. 1.],36
213,3.0,[  2.         319.95065674  -6.87740872],1.0,non_Speaker,0.0,[ 0.006267    0.10141785 -0.0913759 ],[ 1.04415701 11.10230111 14.42322032],36
232,3.0,[   2.           56.46797343 -101.59784588],0.0,non_Speaker,1.0,[ 0.0060059   0.10137589 -0.09144989],[ 1.04412455 11.09903396 14.40443819],36
244,2.0,[  3.          60.8512912  -54.13913127],0.0,Speaker,1.0,[ 0.00471081  0.07178    -0.08284735],[ 1.04033667 11.14641878 14.44846885],36
253,3.0,[  2.          63.6607412  -84.00530753],0.0,non_Speaker,1.0,[ 0.00622031  0.10135417 -0.09145993],[ 1.04411911 11.09955186 14.40231828],36
259,4.0,[  2.         265.72682766  -8.72656938],0.0,non_Speaker,1.0,[-0.13660366  2.83813838 -2.05761048],[1. 1. 1.],36
266,3.0,[  2.           9.68540531 -74.13422348],1.0,non_Speaker,0.0,[ 0.00600566  0.10137592 -0.09144986],[ 1.04412678 11.10112727 14.40887132],36
285,3.0,[  2.          13.75525435 -32.13453873],1.0,non_Speaker,0.0,[ 0.00600886  0.09991373 -0.09387379],[ 1.04325889 10.87631485 14.69781402],36
293,2.0,[  3.         547.48861438  -9.70734208],0.0,Speaker,1.0,[ 0.00470218  0.07177808 -0.08284746],[ 1.04103015 11.43111392 14.67424694],36
302,2.0,[  3.         270.61683539 -20.39677114],1.0,Speaker,0.0,[ 0.00470969  0.07178077 -0.08284653],[ 1.04102608 11.42993253 14.67310973],36
312,3.0,[   2.          522.38079478 -172.04305432],0.0,non_Speaker,1.0,[ 0.00729561  0.09367928 -0.1116663 ],[ 1.04471719  8.8844952  12.96921612],36
314,3.0,[   2.          308.67995415 -165.87826828],0.0,non_Speaker,1.0,[ 0.00729254  0.0936777  -0.11166758],[ 1.04471736  8.88464086 12.96916524],36
331,2.0,[  3.         262.68712074 -15.07374978],0.0,Speaker,1.0,[ 0.00469025  0.07177663 -0.08285621],[ 1.04101537 11.42779686 14.66843411],36
336,3.0,[  2.         248.93430859  -9.31956426],0.0,non_Speaker,1.0,[ 0.00731564  0.0936861  -0.11167611],[ 1.04469436  8.88017125 12.96282929],36
342,4.0,[   2.           45.03938575 -105.91183903],1.0,non_Speaker,0.0,[-0.2356344   2.66172815 -1.68812899],[1. 1. 1.],36
355,3.0,[  2.         258.02333722 -10.56586117],0.0,non_Speaker,1.0,[ 0.00728916  0.09366599 -0.11167353],[ 1.03906497  8.60315103 10.5727308 ],36
371,4.0,[  2.          58.77480614 -97.18179171],0.0,non_Speaker,1.0,[ 0.00111758  0.03390214 -0.05634153],[ 1.00792904 28.230352   19.70993224],36
378,4.0,[   2.          272.82109613 -174.04305201],0.0,non_Speaker,1.0,[ 0.00111798  0.03394853 -0.05630681],[ 1.00915838 29.03170778 22.65571005],36
8,0.0,[0. 0. 0.],0.0,CB,1.0,[ 5.55111512e-17  0.00000000e+00 -2.22044605e-16],[1.00000000e+00 6.43627136e+03 4.70895251e+03],36
17,3.0,[  2.          83.30743752 -63.13286835],0.0,non_Speaker,1.0,[ 0.00729455  0.0936761  -0.11167065],[ 1.03905788  8.60120345 10.57123494],36
23,4.0,[  2.         846.56178644  -2.66165734],0.0,non_Speaker,1.0,[ 0.0010615   0.033804   -0.05449447],[ 1.00946187 30.5948156  23.2939287 ],36
35,3.0,[  2.         829.23887348  -3.54785879],0.0,non_Speaker,1.0,[ 1.11904221  3.49552163 -1.10232181],[1. 1. 1.],36
39,2.0,[  3.          70.31644318 -76.30170503],1.0,Speaker,0.0,[ 0.00471038  0.07178    -0.08284651],[ 1.04079767 11.30502179 14.58339211],36
44,3.0,[  2.         571.07274381  -4.04831939],0.0,non_Speaker,1.0,[ 0.00729677  0.09367254 -0.11167406],[ 1.03905716  8.60116154 10.57082535],36
47,3.0,[  2.         319.07935993  -7.07788033],0.0,non_Speaker,1.0,[ 0.00730179  0.09368278 -0.11166567],[ 1.03905643  8.60041276 10.57108589],36
56,4.0,[   2.          540.8524347  -175.72536211],0.0,non_Speaker,1.0,[ 0.51970442  1.70798238 -1.81313875],[1. 1. 1.],36
63,3.0,[  2.          65.07121841 -42.92536875],1.0,non_Speaker,0.0,[-0.280198    3.26106694 -1.49161219],[1. 1. 1.],36
68,4.0,[   2.          827.55057079 -178.73194136],0.0,non_Speaker,1.0,[-0.22883865  2.52827927 -2.31135508],[1. 1. 1.],36
74,2.0,[   3.          515.08957735 -175.28764442],0.0,Speaker,1.0,[ 0.00470796  0.0718037  -0.08286254],[ 1.04071024 11.27788238 14.55523404],36
88,2.0,[   3.          516.44043896 -171.95065293],0.0,Speaker,1.0,[ 0.00471421  0.07180634 -0.08285982],[ 1.04071034 11.27769287 14.55564987],36
93,3.0,[   2.          828.1309298  -176.23950721],0.0,non_Speaker,1.0,[ 0.00728866  0.09374404 -0.11166017],[ 1.03904284  8.62882737 10.57738909],36
99,2.0,[   3.          525.2259991  -176.69114406],0.0,Speaker,1.0,[ 0.00470909  0.07180559 -0.08286198],[ 1.04070774 11.27715415 14.55454546],36
102,3.0,[  2.          31.03589448 -77.62816564],1.0,non_Speaker,0.0,[ 0.00716338  0.09024169 -0.11116767],[ 1.03836411  8.29540763 10.67225062],36
106,0.0,[  0.         150.26284455 130.58857044],0.0,CB,1.0,[-2.08166817e-17 -1.66533454e-16  5.55111512e-17],[1.00000000e+00 6.43627136e+03 4.70895251e+03],36
112,2.0,[  3.          36.57243941 -69.76460009],1.0,Speaker,0.0,[ 0.00471528  0.07179588 -0.0828726 ],[ 1.0407025  11.27664697 14.55133841],36
124,3.0,[   2.          303.49085044 -178.24140078],0.0,non_Speaker,1.0,[-0.24252999  1.91417214 -1.16734585],[1. 1. 1.],36
130,2.0,[  3.          34.16256729 -66.44642042],1.0,Speaker,0.0,[ 0.00471462  0.07164056 -0.08349444],[ 1.04070821 11.2012548  14.70498612],36
136,3.0,[   2.          304.52529666 -178.05878641],0.0,non_Speaker,1.0,[ 0.00717305  0.09029975 -0.11115594],[ 1.03834484  8.2894556  10.69771282],36
143,2.0,[  3.          38.88520429 -80.15534282],1.0,Speaker,0.0,[ 0.43825069  2.0603236  -1.24039807],[1. 1. 1.],36
153,4.0,[   2.          366.52524241 -178.23086027],0.0,non_Speaker,1.0,[ 0.0010894   0.03380384 -0.05449348],[ 1.0094623 30.5938123 23.2951954],36
178,2.0,[   3.           42.91842102 -133.14842277],0.0,Speaker,1.0,[ 0.00464538  0.06982421 -0.08382219],[ 1.04037503 10.98551037 15.09508334],36
184,3.0,[  2.         523.79377629  -6.28204306],0.0,non_Speaker,1.0,[ 0.00717079  0.09021267 -0.11122589],[ 1.03834673  8.29521378 10.69437123],36
189,2.0,[  3.         828.63090429  -2.78869802],0.0,Speaker,1.0,[ 0.00464935  0.06988816 -0.08358241],[ 1.04042756 11.01062692 15.01369982],36
194,2.0,[  3.         850.70266173  -2.85115078],0.0,Speaker,1.0,[-0.6066317   2.59247489 -1.37677302],[1. 1. 1.],36
217,5.0,[   2.           48.30439052 -153.81716284],0.0,non_Speaker,1.0,[ 0.00165227  0.04541077 -0.05531452],[  1.18703968 216.97877655  84.94087051],36
223,3.0,[   2.           56.90414284 -103.56670401],0.0,non_Speaker,1.0,[ 0.00716959  0.09021307 -0.1112256 ],[ 1.03833924  8.29282088 10.68105164],36
232,4.0,[   2.           47.23584043 -110.25420579],0.0,non_Speaker,1.0,[ 0.00109031  0.03380364 -0.0544939 ],[ 1.00946207 30.59475128 23.29438778],36
244,3.0,[   2.          490.93463674 -174.11765306],0.0,non_Speaker,1.0,[ 0.00716989  0.09021304 -0.11122559],[ 1.03833936  8.29271253 10.68139196],36
260,3.0,[   2.          289.14615188 -167.55432932],1.0,non_Speaker,0.0,[ 0.00717011  0.09021228 -0.1112271 ],[ 1.03833831  8.29256382 10.68105922],36
263,5.0,[  2.         346.75093902 177.24211253],0.0,non_Speaker,1.0,[-0.19917701  2.08175908 -1.27550811],[1. 1. 1.],36
268,4.0,[  2.         277.69941804  -1.09666895],0.0,non_Speaker,1.0,[-1.1968608   3.00535159 -2.03568855],[1. 1. 1.],36
272,3.0,[  2.          60.36658627 -39.39811145],1.0,non_Speaker,0.0,[ 0.00716995  0.09021243 -0.11122554],[ 1.03833939  8.29225873 10.68048577],36
281,3.0,[   2.           42.16310593 -107.03167979],0.0,non_Speaker,1.0,[ 0.00716     0.09040337 -0.11120511],[ 1.03829621  8.35520593 10.68815024],36
284,2.0,[  3.         879.97239707  -6.87363218],0.0,Speaker,1.0,[ 0.00458611  0.06988757 -0.08358785],[ 1.04042441 11.01010475 15.01206076],36
288,3.0,[  2.         342.44603712 -14.42654816],1.0,non_Speaker,0.0,[ 0.00717119  0.09056822 -0.11091149],[ 1.03835327  8.37256622 10.56724987],36
292,3.0,[  2.          70.23833981 -99.2996814 ],0.0,non_Speaker,1.0,[ 0.00717188  0.09057237 -0.11090997],[ 1.03835101  8.37187105 10.56677668],36
302,3.0,[   2.          299.50214432 -165.04044666],0.0,non_Speaker,1.0,[ 0.00711672  0.09057603 -0.11091426],[ 1.03834661  8.37084994 10.56541815],36
306,2.0,[  3.          80.19730706 -72.09967846],1.0,Speaker,0.0,[ 0.00464884  0.06988911 -0.08358157],[ 1.04042766 11.0105775  15.01386359],36
313,2.0,[  3.          73.02036741 -63.4412213 ],0.0,Speaker,1.0,[ 0.00466824  0.06991778 -0.08358497],[ 1.04040736 11.02447452 15.0178187 ],36
316,3.0,[   2.          308.67995415 -165.87826828],0.0,non_Speaker,1.0,[ 0.00714006  0.0906529  -0.11090348],[ 1.0382837   8.35400443 10.55084719],36
327,3.0,[  2.          52.21409279 -79.35225558],0.0,non_Speaker,1.0,[ 0.00716329  0.09057678 -0.11090663],[ 1.03835126  8.37166688 10.56682726],36
343,2.0,[  3.         537.01058855  -5.37593624],0.0,Speaker,1.0,[ 0.00464827  0.06991828 -0.08358494],[ 1.04055455 11.11111265 15.08351349],36
368,2.0,[  3.         538.81297055  -6.21336879],0.0,Speaker,1.0,[ 0.00464705  0.06991834 -0.08358586],[ 1.04055256 11.11065324 15.08273702],36
371,2.0,[  3.         281.27149268  -7.82924806],0.0,Speaker,1.0,[ 0.00464649  0.06991465 -0.08358546],[ 1.04056041 11.11275453 15.08531935],36
376,2.0,[  3.         283.06797557  -5.74035436],0.0,Speaker,1.0,[ 0.21402814  2.50134317 -1.73472249],[1. 1. 1.],36
20,0.0,[0. 0. 0.],0.0,CB,1.0,[ 5.55111512e-17 -2.22044605e-16 -1.66533454e-16],[1.00000000e+00 7.32412848e+03 5.37953190e+03],36
37,2.0,[  3.         294.21852924 -13.02604082],1.0,Speaker,0.0,[ 0.00448872  0.0699267  -0.08357652],[ 1.04057661 11.11600296 15.09240029],36
40,3.0,[  2.         571.07440956  -4.04818009],0.0,non_Speaker,1.0,[ 0.00717262  0.09057287 -0.11090714],[ 1.03835481  8.37367549 10.56792805],36
43,3.0,[  2.         319.07935993  -7.07788033],0.0,non_Speaker,1.0,[ 0.00717266  0.09057294 -0.11090665],[ 1.03835531  8.3737662  10.56806955],36
49,0.0,[  0.         141.28904401 129.44407337],0.0,CB,1.0,[ 3.46944695e-18 -1.38777878e-17  1.73472348e-18],[1.00000000e+00 7.32412848e+03 5.37953190e+03],36
53,4.0,[   2.          540.8524347  -175.72536211],0.0,non_Speaker,1.0,[ 0.00104328  0.03371733 -0.05208979],[ 1.01103998 28.0446239  28.80939657],36
61,2.0,[   3.          500.7472953  -171.58126985],0.0,Speaker,1.0,[ 0.00464708  0.06992025 -0.0835843 ],[ 1.04055242 11.11059664 15.08292628],36
64,3.0,[  2.          51.71125712 -58.98115764],1.0,non_Speaker,0.0,[ 0.00717385  0.09057379 -0.11090478],[ 1.03835558  8.37223156 10.5674374 ],36
69,2.0,[   3.          517.51875123 -174.75457903],0.0,Speaker,1.0,[ 0.00464724  0.06991863 -0.0835855 ],[ 1.04048973 11.07592807 15.04290865],36
75,3.0,[  2.          33.84203954 -28.8224976 ],1.0,non_Speaker,0.0,[-1.55601009  2.58436709 -2.12516623],[1. 1. 1.],36
87,3.0,[   2.          828.75736405 -176.65795946],0.0,non_Speaker,1.0,[ 0.00724834  0.09335066 -0.11146888],[ 1.03881451  8.6477867  10.53939484],36
92,2.0,[   3.          515.17259008 -172.15531622],0.0,Speaker,1.0,[ 0.00464555  0.06992291 -0.08358227],[ 1.04048901 11.07542783 15.04318258],36
102,3.0,[   2.          264.68552479 -177.11648303],1.0,non_Speaker,0.0,[ 0.00725577  0.09334624 -0.11147142],[ 1.03881535  8.6482187  10.53947726],36
123,4.0,[  2.         315.10959206  -5.52091993],0.0,non_Speaker,1.0,[ 1.13738567  1.68592552 -0.54443719],[1. 1. 1.],36
131,2.0,[  3.          34.57432819 -64.92713018],1.0,Speaker,0.0,[ 0.00464792  0.06991886 -0.0835846 ],[ 1.0404912  11.07624396 15.04351429],36
134,3.0,[   2.          303.52318474 -178.05272032],0.0,non_Speaker,1.0,[ 0.59777315  3.41676569 -0.58292074],[1. 1. 1.],36
139,2.0,[  3.          56.51119818 -36.1206132 ],1.0,Speaker,0.0,[ 2.19962736  2.74075682 -2.02257042],[1. 1. 1.],36
151,2.0,[  3.          36.35856174 -76.23923761],1.0,Speaker,0.0,[ 0.0047618   0.07246161 -0.08388175],[ 1.04099408 11.33029163 14.73052062],36
157,3.0,[  2.         219.78339818  -5.82739878],0.0,non_Speaker,1.0,[ 1.31200468  2.74367934 -1.99049715],[1. 1. 1.],36
165,5.0,[  2.         500.72387713   0.99384143],0.0,non_Speaker,1.0,[ 0.00097052  0.02608145 -0.05406275],[1.48015300e+00 7.37071986e+03 1.85676600e+03],36
173,3.0,[  2.          35.31970752 -88.94210878],0.0,non_Speaker,1.0,[ 0.00708631  0.09338305 -0.11145087],[ 1.03881578  8.64612107 10.54060269],36
180,2.0,[   3.           48.71562326 -124.15630308],0.0,Speaker,1.0,[ 0.00467146  0.06999951 -0.08459288],[ 1.04051564 11.02108163 15.25562067],36
184,2.0,[  3.         297.59895716 -14.85868556],0.0,Speaker,1.0,[ 0.00467163  0.07000432 -0.08459046],[ 1.04050699 11.01899241 15.247507  ],36
193,4.0,[  2.         530.86121515  -6.30665493],0.0,non_Speaker,1.0,[ 0.00104349  0.03371724 -0.05208991],[ 1.01107949 29.02717375 28.80945699],36
197,3.0,[  2.         319.41717159 -13.45387074],0.0,non_Speaker,1.0,[ 0.00725006  0.09334886 -0.11147425],[ 1.03881379  8.64823563 10.54582548],36
216,3.0,[  2.         322.58649604  -6.28503453],1.0,non_Speaker,0.0,[ 0.00724555  0.09335951 -0.11146734],[ 1.03881167  8.64717098 10.5456293 ],36
234,3.0,[   2.           56.46797343 -101.59784588],0.0,non_Speaker,1.0,[ 0.0072475   0.093349   -0.11147008],[ 1.03881873  8.6491856  10.5471679 ],36
239,3.0,[   2.          490.04538005 -173.98954539],0.0,non_Speaker,1.0,[-1.43019902  3.2079033  -1.09839792],[1. 1. 1.],36
244,2.0,[  3.          60.8512912  -54.13913127],0.0,Speaker,1.0,[ 0.00466961  0.06999737 -0.08459281],[ 1.04051498 11.02141168 15.24970965],36
251,4.0,[   2.          289.14426543 -167.55406769],1.0,non_Speaker,0.0,[ 0.00104646  0.03371875 -0.05209067],[ 1.0110774  29.01911065 28.80488552],36
254,4.0,[  2.          63.63275242 -95.72846854],1.0,non_Speaker,0.0,[-0.55495471  2.87479598 -2.36136517],[1. 1. 1.],36
259,3.0,[   2.           46.09382195 -119.00530252],1.0,non_Speaker,0.0,[ 0.00724935  0.09334915 -0.11147102],[ 1.03881737  8.64892073 10.54683806],36
262,2.0,[ 3.00000000e+00  5.52664463e+02 -4.47354637e-01],0.0,Speaker,1.0,[ 0.00467152  0.06999824 -0.08459273],[ 1.04039393 11.00196193 15.20591808],36
274,2.0,[  3.         554.83257719  -1.47857667],0.0,Speaker,1.0,[ 0.00460447  0.06999989 -0.08459179],[ 1.04040106 11.00360478 15.20860812],36
279,5.0,[   2.          366.46774933 -178.5433454 ],0.0,non_Speaker,1.0,[ 1.05437295  2.83340624 -2.04088747],[1. 1. 1.],36
281,3.0,[   2.           42.16310593 -107.03167979],0.0,non_Speaker,1.0,[ 0.00724833  0.09334995 -0.11146942],[ 1.03881857  8.64912308 10.54735789],36
286,3.0,[  2.         342.44603712 -14.42654816],1.0,non_Speaker,0.0,[ 0.00725134  0.09340625 -0.11144249],[ 1.03879434  8.64103138 10.54355086],36
290,3.0,[  2.          67.52896812 -94.54576359],0.0,non_Speaker,1.0,[ 0.00724664  0.09334713 -0.11147242],[ 1.03881825  8.64930196 10.54787747],36
295,3.0,[   2.          298.79628228 -164.80516265],0.0,non_Speaker,1.0,[ 0.00724826  0.09334976 -0.11146951],[ 1.03881904  8.64939095 10.54839509],36
303,2.0,[  3.         269.24886302 -19.59891948],1.0,Speaker,0.0,[-1.17830857  1.76769932 -1.37367125],[1. 1. 1.],36
313,3.0,[   2.          522.38079478 -172.04305432],0.0,non_Speaker,1.0,[ 0.00724832  0.09334973 -0.11146961],[ 1.03881894  8.64937366 10.54836749],36
316,0.0,[  0.         189.10677731 155.27055729],0.0,CB,1.0,[-3.33066907e-16  4.44089210e-16 -3.33066907e-16],[1.00000000e+00 6.96874453e+03 5.24201524e+03],36
323,1.0,[   1.          612.44817081 -175.40158517],0.0,STS,1.0,[-8.32667268e-17  2.77555756e-17 -1.11022302e-16],[1.19661193e+00 3.58229884e+04 3.28010105e+03],36
343,3.0,[  2.         248.63293849 -10.26727069],0.0,non_Speaker,1.0,[ 0.00724756  0.09334988 -0.11146886],[ 1.03881973  8.64951802 10.54858632],36
351,3.0,[  2.         255.07438602 -10.69000083],0.0,non_Speaker,1.0,[ 0.00724872  0.09334982 -0.11146918],[ 1.03881856  8.64812585 10.54769738],36
361,3.0,[  2.         268.46723413 -13.86082759],1.0,non_Speaker,0.0,[ 0.00724961  0.09335007 -0.11146873],[ 1.03881877  8.64815125 10.5477653 ],36
365,4.0,[   2.          261.48212538 -169.79795327],0.0,non_Speaker,1.0,[ 0.0010785   0.02939876 -0.05604589],[ 1.01226427 56.9296581  27.38332236],36
370,2.0,[  3.         281.84423705  -8.63484996],0.0,Speaker,1.0,[ 0.0048159   0.07000978 -0.08458479],[ 1.04030113 10.95050221 15.16178583],36
375,1.0,[  1.         241.20167783  50.06132885],0.0,STS,1.0,[ 0.00000000e+00 -5.55111512e-17  0.00000000e+00],[1.23593432e+00 5.05725310e+04 4.48988243e+03],36
379,2.0,[  3.         283.06797557  -5.74035436],0.0,Speaker,1.0,[ 0.00474308  0.07009073 -0.08445723],[ 1.04044005 10.97508102 15.22752326],36
10,0.0,[0. 0. 0.],0.0,CB,1.0,[1.66533454e-16 3.46944695e-18 8.32667268e-17],[1.00000000e+00 8.37496708e+03 6.19003654e+03],36
36,2.0,[   3.          293.33896363 -162.88741697],1.0,Speaker,0.0,[ 0.00466998  0.0699982  -0.08459298],[ 1.04032222 10.95674162 15.16776271],36
46,3.0,[  2.         571.07274381  -4.04831939],0.0,non_Speaker,1.0,[ 0.00718277  0.09030389 -0.11111153],[ 1.03834194  8.32082481 10.61074527],36
54,3.0,[  2.         319.95046608  -6.87810196],1.0,non_Speaker,0.0,[-2.02187032  2.99167009 -1.17077166],[1. 1. 1.],36
57,3.0,[  2.          65.07121841 -42.92536875],1.0,non_Speaker,0.0,[ 0.00716852  0.09029583 -0.11111787],[ 1.03834335  8.32159732 10.61081429],36
59,3.0,[  2.          51.71125712 -58.98115764],1.0,non_Speaker,0.0,[ 0.00718117  0.09040074 -0.11110563],[ 1.0383071   8.35230805 10.61374634],36
69,3.0,[  2.          51.71125712 -58.98115764],1.0,non_Speaker,0.0,[-0.6200781   2.60794786 -1.27509327],[1. 1. 1.],36
77,2.0,[   3.          513.93318516 -175.50098146],0.0,Speaker,1.0,[ 0.00465306  0.07003251 -0.08390055],[ 1.04027061 11.03935318 15.0596823 ],36
86,3.0,[  2.          53.31923821 -56.21734795],1.0,non_Speaker,0.0,[0.41097429 3.11310203 0.68766083],[  1.19144036  13.67057832 248.97857187],36
93,2.0,[   3.          515.03705461 -172.26552115],0.0,Speaker,1.0,[ 0.00459528  0.07019445 -0.08287182],[ 1.04012555 11.18654043 14.91575988],36
107,5.0,[  2.          21.59237717 -17.00953853],0.0,non_Speaker,1.0,[ 0.00086244  0.02653872 -0.05003312],[1.40654444e+00 5.83031514e+03 1.44847942e+03],36
117,5.0,[  2.         273.67242657   0.77149942],0.0,non_Speaker,1.0,[ 0.0010319   0.02656092 -0.05000846],[1.59098501e+00 5.78346726e+03 1.46787400e+03],36
134,3.0,[   2.          303.52318474 -178.05272032],0.0,non_Speaker,1.0,[-0.7034616   3.30404143 -1.32211129],[1. 1. 1.],36
165,2.0,[  3.          50.11463539 -31.67494217],0.0,Speaker,1.0,[ 0.00462062  0.07019729 -0.08287169],[ 1.04007987 11.17951453 14.85967721],36
182,2.0,[   3.          243.48773902 -167.11052747],0.0,Speaker,1.0,[ 0.00423144  0.0701989  -0.08287597],[ 1.05037444 14.05150688 16.01503303],36
195,2.0,[  3.         826.83801225  -3.07229391],0.0,Speaker,1.0,[ 1.48160439  2.51590382 -2.31053302],[1. 1. 1.],36
209,4.0,[  2.         583.78022365  -3.56649677],0.0,non_Speaker,1.0,[-0.7951985   2.23883927 -2.28572937],[1. 1. 1.],36
212,2.0,[  3.         840.27001594  -2.2038549 ],0.0,Speaker,1.0,[ 0.00462403  0.07019701 -0.08287356],[ 1.05032588 14.03889427 16.00076245],36
224,3.0,[   2.           56.9037921  -103.57089734],0.0,non_Speaker,1.0,[ 0.00713576  0.09040996 -0.11123267],[ 1.03824405  8.3839904  10.64673598],36
229,3.0,[   2.          305.72932121 -171.47624026],0.0,non_Speaker,1.0,[ 0.00739528  0.0904461  -0.11114504],[ 1.03829217  8.39101255 10.66246141],36
231,3.0,[   2.          501.59261906 -171.71072958],0.0,non_Speaker,1.0,[ 0.00715373  0.09045756 -0.11117166],[ 1.03826822  8.38571192 10.6555855 ],36
235,2.0,[  3.          57.4867536  -55.39473483],1.0,Speaker,0.0,[ 0.00462167  0.07019704 -0.08287141],[ 1.05033149 14.04023199 16.00274245],36
259,2.0,[  3.          65.46477517 -51.61529658],0.0,Speaker,1.0,[ 0.00461971  0.07057612 -0.08297062],[ 1.05004106 14.04385623 15.960989  ],36
274,3.0,[  2.          15.38716592 -68.45947076],1.0,non_Speaker,0.0,[ 0.00715528  0.0904568  -0.11117133],[ 1.03826922  8.38595238 10.65584293],36
279,2.0,[  3.         535.5141136   -5.92886133],0.0,Speaker,1.0,[ 0.00462407  0.0705716  -0.08297143],[ 1.0507051  14.35857538 16.15719527],36
283,3.0,[   2.           40.92260203 -106.10523703],0.0,non_Speaker,1.0,[0.65115335 2.98498802 0.11445803],[1.         1.00000002 1.00000109],36
287,4.0,[  2.         603.24424563  -7.07613136],0.0,non_Speaker,1.0,[ 0.00105461  0.02948924 -0.05600725],[ 1.01104666 35.97794292 27.34103565],36
290,3.0,[  2.          67.52896812 -94.54576359],0.0,non_Speaker,1.0,[ 0.00712107  0.09015842 -0.11170652],[ 1.03819231  8.35580674 10.85193984],36
302,2.0,[  3.         270.61683539 -20.39677114],1.0,Speaker,0.0,[ 0.00468101  0.07060202 -0.08297604],[ 1.0506117  14.33272169 16.13043347],36
315,3.0,[   2.          522.2433049  -172.15170902],0.0,non_Speaker,1.0,[-0.42910976  3.23018993 -1.58530343],[1. 1. 1.],36
319,2.0,[  3.         303.5192657   -9.15897866],0.0,Speaker,1.0,[ 0.00460677  0.07057641 -0.08297317],[ 1.0506287  14.32006719 16.11329857],36
326,4.0,[   2.          254.21773856 -167.66364661],1.0,non_Speaker,0.0,[ 0.00107943  0.0293959  -0.05604518],[ 1.01109329 36.73122459 27.36594761],36
333,3.0,[  2.         248.93383749  -9.32015091],0.0,non_Speaker,1.0,[ 0.28939463  2.99333999 -1.50411776],[1. 1. 1.],36
343,3.0,[  2.         248.63293849 -10.26727069],0.0,non_Speaker,1.0,[ 0.00713851  0.09016063 -0.11170668],[ 1.03818882  8.35511522 10.85130311],36
352,2.0,[  3.         538.92211878  -6.31905983],0.0,Speaker,1.0,[ 1.04271778  1.58183461 -2.25713568],[1. 1. 1.],36
354,4.0,[  2.          59.76709138 -97.06194306],1.0,non_Speaker,0.0,[-2.4425003   2.40773338 -1.91134485],[1. 1. 1.],36
362,3.0,[  2.         268.46723413 -13.86082759],1.0,non_Speaker,0.0,[ 0.00715428  0.0901717  -0.11170178],[ 1.0381828   8.3532512  10.85006252],36
369,5.0,[   2.          608.72366778 -177.99356293],0.0,non_Speaker,1.0,[-0.95093781  3.35051751 -0.30623458],[1. 1. 1.],36
374,3.0,[  2.          40.45169576 -94.75251993],1.0,non_Speaker,0.0,[ 0.00714902  0.09015722 -0.11170622],[ 1.03819185  8.35591191 10.85207177],36
379,2.0,[  3.         283.06797557  -5.74035436],0.0,Speaker,1.0,[ 1.85176073  2.74216677 -1.54009053],[1. 1. 1.],36
10,0.0,[0. 0. 0.],0.0,CB,1.0,[ 0.0000000e+00  0.0000000e+00 -6.9388939e-18],[1.00000000e+00 8.37496708e+03 6.19003654e+03],36
16,0.0,[  0.         154.95086476 144.89448141],0.0,CB,1.0,[-1.66533454e-16  1.11022302e-16  2.08166817e-17],[1.00000000e+00 8.37496708e+03 6.19003654e+03],36
22,4.0,[  2.         847.56193287  -2.65868703],0.0,non_Speaker,1.0,[ 0.00111557  0.0310212  -0.05720986],[ 1.01005947 25.87800498 25.49656497],36
35,2.0,[  3.         274.75022075 -16.3438536 ],1.0,Speaker,0.0,[ 0.0044843   0.06856395 -0.08133666],[ 1.05189146 14.89787597 16.49840787],36
44,2.0,[  3.          72.61677705 -72.65602026],0.0,Speaker,1.0,[ 0.00448645  0.06856488 -0.08133545],[ 1.05189191 14.89794904 16.49879476],36
63,3.0,[  2.         319.95046608  -6.87810196],1.0,non_Speaker,0.0,[ 0.00713759  0.09015979 -0.111709  ],[ 1.03818838  8.35520045 10.85389464],36
72,2.0,[   3.          516.08620358 -175.29676508],0.0,Speaker,1.0,[ 0.00448601  0.06856536 -0.08133245],[ 1.05198856 14.95232026 16.55411877],36
77,4.0,[   2.          829.81449231 -176.59305555],0.0,non_Speaker,1.0,[ 0.00111693  0.03101956 -0.05720918],[ 1.01006132 25.88747999 25.5004061 ],36
86,2.0,[   3.          517.28804892 -172.0756271 ],0.0,Speaker,1.0,[ 0.00448638  0.06856558 -0.08133349],[ 1.05198531 14.95149009 16.5529934 ],36
89,3.0,[   2.          827.06802242 -176.30409033],0.0,non_Speaker,1.0,[ 0.00713438  0.09016144 -0.11170899],[ 1.0381869   8.35472024 10.85317017],36
98,3.0,[   2.          265.95301901 -168.21598995],1.0,non_Speaker,0.0,[ 0.00713744  0.09015951 -0.11170944],[ 1.03818799  8.35505115 10.85341362],36
103,4.0,[   2.          567.10602349 -177.03706306],0.0,non_Speaker,1.0,[ 0.00113494  0.03100997 -0.05721583],[ 1.01006187 25.93379911 25.49527351],36
