,k,x,reward,patch_label,regret,m,q,simul_id
129,3.0,[   2.          548.48590295 -176.30851819],0.0,non_Speaker,1.0,[ 0.0071394   0.09016061 -0.11170828],[ 1.03818806  8.35496209 10.85322117],36
140,3.0,[   2.          304.52260916 -178.05911362],0.0,non_Speaker,1.0,[ 1.03963037  2.68379496 -1.59526578],[1. 1. 1.],36
144,3.0,[   2.          344.73683452 -177.28732334],0.0,non_Speaker,1.0,[ 0.00713799  0.09015973 -0.11170902],[ 1.03818814  8.3550331  10.85320096],36
154,5.0,[  2.         508.760767     1.20341778],0.0,non_Speaker,1.0,[ 0.74671239  3.15712608 -1.28996858],[1. 1. 1.],36
157,5.0,[  2.         508.760767     1.20341778],0.0,non_Speaker,1.0,[-0.88771287  2.70899439 -1.33155787],[1. 1. 1.],36
163,3.0,[  2.         218.5943037   -5.33183466],1.0,non_Speaker,0.0,[ 0.00713746  0.09015986 -0.11170859],[ 1.03818856  8.35510325 10.85332985],36
175,3.0,[  2.          36.31535383 -90.5489083 ],0.0,non_Speaker,1.0,[ 0.00714021  0.09016136 -0.11170845],[ 1.03818709  8.3547626  10.8529689 ],36
182,2.0,[   3.           56.54811961 -130.00522794],0.0,Speaker,1.0,[ 0.00448634  0.06856596 -0.08133491],[ 1.05198076 14.95032528 16.55143057],36
187,2.0,[  3.         830.4440093   -2.50633359],0.0,Speaker,1.0,[ 0.00450582  0.06856431 -0.08133485],[ 1.05198456 14.95165634 16.55650679],36
195,3.0,[  2.         304.5304905  -10.27405735],0.0,non_Speaker,1.0,[ 0.00713011  0.09016234 -0.11170819],[ 1.0381905   8.3558094  10.85975171],36
211,3.0,[  2.         323.80547474  -6.61698253],1.0,non_Speaker,0.0,[ 0.00712118  0.09014099 -0.11174295],[ 1.03817085  8.35341904 10.85298935],36
230,2.0,[  3.         514.11762361  -5.61635836],1.0,Speaker,0.0,[ 0.00449316  0.06856205 -0.08133699],[ 1.05198666 14.95245653 16.55664737],36
237,3.0,[   2.          501.59139897 -171.71099081],0.0,non_Speaker,1.0,[ 0.53671443  1.62457858 -2.20686191],[1. 1. 1.],36
246,2.0,[  3.          61.44245539 -53.38336316],0.0,Speaker,1.0,[ 0.00448436  0.06856571 -0.08133164],[ 1.05199259 14.95356079 16.55951182],36
253,0.0,[  0.         176.08114687 152.20445953],0.0,CB,1.0,[-4.16333634e-17  5.20417043e-18  1.38777878e-17],[1.00000000e+00 8.37496708e+03 6.19003654e+03],36
260,4.0,[  2.         263.40533356  -9.68562519],0.0,non_Speaker,1.0,[ 0.42088545  1.39226638 -2.66348986],[1. 1. 1.],36
265,2.0,[ 3.00000000e+00  5.52664463e+02 -4.47354637e-01],0.0,Speaker,1.0,[ 0.00449015  0.06855771 -0.08133849],[ 1.0529233  15.34453861 16.85258018],36
272,3.0,[  2.          16.00492226 -73.11539601],1.0,non_Speaker,0.0,[ 0.00704502  0.08689661 -0.11116775],[ 1.03762332  8.04912834 10.93642159],36
275,2.0,[  3.         534.83474217  -5.18311001],0.0,Speaker,1.0,[ 0.00457537  0.06853246 -0.08135791],[ 1.05292354 15.34706916 16.84792287],36
296,3.0,[   2.           45.16028875 -116.78385227],0.0,non_Speaker,1.0,[-1.65394818  2.73349668 -1.42990883],[1. 1. 1.],36
302,3.0,[   2.          501.52665399 -176.07696802],0.0,non_Speaker,1.0,[ 0.00703116  0.08671472 -0.11149399],[ 1.03756759  8.03172304 11.07067739],36
307,2.0,[  3.          76.72930275 -70.470819  ],1.0,Speaker,0.0,[ 0.00448234  0.0685659  -0.0813375 ],[ 1.05290628 15.33940733 16.84816608],36
361,5.0,[   2.          865.4349708  -177.13131492],0.0,non_Speaker,1.0,[ 0.00096977  0.0265335  -0.05002563],[1.39779877e+00 5.70427662e+03 1.44557080e+03],36
366,2.0,[  3.         296.70267334 -12.51942945],0.0,Speaker,1.0,[ 0.00448138  0.06861349 -0.08134678],[ 1.0528422  15.35080413 16.85092208],36
373,4.0,[   2.          272.82109613 -174.04305201],0.0,non_Speaker,1.0,[ 0.00112329  0.03102287 -0.05720496],[ 1.01031636 29.58317801 25.51376797],36
8,2.0,[   3.          227.3289212  -129.49611506],0.0,Speaker,1.0,0.0,5.0,37
16,1.0,[  1.         591.65816756 142.46516621],0.0,STS,1.0,0.0,5.0,37
21,4.0,[  2.         847.56193287  -2.65868703],0.0,non_Speaker,1.0,0.0,5.0,37
30,2.0,[  3.         265.17012083 -16.95182046],1.0,Speaker,0.0,0.0,5.0,37
40,3.0,[  2.         571.07440956  -4.04818009],0.0,non_Speaker,1.0,0.0,5.0,37
52,5.0,[  2.          41.27841706 -64.68243684],0.0,non_Speaker,1.0,0.0,5.0,37
57,5.0,[   2.          255.22612973 -170.0008418 ],0.0,non_Speaker,1.0,0.0,5.0,37
63,3.0,[  2.          51.71125712 -58.98115764],1.0,non_Speaker,0.0,0.0,5.0,37
71,5.0,[   2.          827.55057079 -178.73194136],0.0,non_Speaker,1.0,0.0,5.0,37
85,3.0,[  2.          53.31923821 -56.21734795],1.0,non_Speaker,0.0,0.0,5.0,37
90,4.0,[   2.          265.75059915 -168.42704635],0.0,non_Speaker,1.0,0.0,5.0,37
94,4.0,[   2.          272.67312974 -177.20133217],1.0,non_Speaker,0.0,0.0,5.0,37
100,2.0,[   3.          257.12289386 -168.94265398],0.0,Speaker,1.0,0.0,5.0,37
106,2.0,[   3.          239.55552616 -165.91118715],1.0,Speaker,0.0,0.0,5.0,37
136,2.0,[  3.          51.61773023 -43.1662804 ],1.0,Speaker,0.0,0.0,5.0,37
142,5.0,[  2.         241.84178876   2.29478793],0.0,non_Speaker,1.0,0.0,5.0,37
158,4.0,[   2.          366.5239074  -178.23122766],0.0,non_Speaker,1.0,0.0,5.0,37
167,3.0,[  2.          38.179945   -60.76020035],0.0,non_Speaker,1.0,0.0,5.0,37
176,3.0,[  2.         201.25044537  -7.22591861],0.0,non_Speaker,1.0,0.0,5.0,37
186,5.0,[   2.           62.3626589  -121.24833686],1.0,non_Speaker,0.0,0.0,5.0,37
188,2.0,[  3.         842.80753165  -1.10920792],0.0,Speaker,1.0,0.0,5.0,37
194,4.0,[  2.         558.59674063  -5.88921412],0.0,non_Speaker,1.0,0.0,5.0,37
207,5.0,[   2.           43.65485472 -132.24726393],1.0,non_Speaker,0.0,0.0,5.0,37
211,1.0,[  1.         570.90182187  -5.06404849],0.0,STS,1.0,0.0,5.0,37
219,2.0,[  3.         515.01611602  -5.49475412],0.0,Speaker,1.0,0.0,5.0,37
225,0.0,[  0.         225.38520358 151.33636573],0.0,CB,1.0,0.0,5.0,37
228,4.0,[   2.          225.37499251 -167.88120807],0.0,non_Speaker,1.0,[ 0.00014928  0.02035113 -0.01322546],[ 1.00199896 40.35065301 15.72634963],37
231,2.0,[  3.          72.39843506 -68.40173653],1.0,Speaker,0.0,[ 0.00341303  0.05875072 -0.04912448],[1.02714914 9.04011616 6.62082261],37
240,4.0,[   2.          213.36966894 -166.36052778],1.0,non_Speaker,0.0,[ 0.00015485  0.02035324 -0.01322165],[ 1.00438961 70.70697111 32.57116102],37
247,3.0,[  2.          70.64361472 -78.86028572],0.0,non_Speaker,1.0,[ 0.00197496  0.05188846 -0.05682973],[ 1.01989797 12.12212095 18.32310592],37
253,3.0,[  2.         291.82336815 -12.7314706 ],0.0,non_Speaker,1.0,[ 0.00197485  0.05188857 -0.05682981],[ 1.02052396 12.903249   19.2964866 ],37
258,2.0,[  3.         530.04312857  -5.44709285],0.0,Speaker,1.0,[ 0.00335689  0.0595172  -0.05043402],[1.02679871 9.52671038 7.19382925],37
267,2.0,[ 3.00000000e+00  5.52664463e+02 -4.47354637e-01],0.0,Speaker,1.0,[ 0.00335424  0.05951836 -0.05043291],[1.02679861 9.52668244 7.19381018],37
272,4.0,[  2.         324.8855533   -4.99944325],0.0,non_Speaker,1.0,[ 0.00020395  0.02295037 -0.01725636],[ 1.00208666 29.57597951 15.73802276],37
280,2.0,[  3.         534.51810766  -5.93967356],0.0,Speaker,1.0,[ 0.00335727  0.05951832 -0.05043362],[1.02679759 9.52634721 7.19356301],37
285,3.0,[  2.         342.44603712 -14.42654816],1.0,non_Speaker,0.0,[ 0.00198912  0.05188988 -0.05682778],[ 1.02052486 12.90938114 19.29707952],37
290,3.0,[  2.          67.52896812 -94.54576359],0.0,non_Speaker,1.0,[ 0.00200043  0.05189805 -0.05682147],[ 1.02052426 12.9086546  19.29662747],37
296,3.0,[   2.          298.79628228 -164.80516265],0.0,non_Speaker,1.0,[ 0.0019746   0.05188869 -0.05682892],[ 1.02082731 13.25464793 19.97245976],37
302,2.0,[  3.          66.7250717  -50.26899723],1.0,Speaker,0.0,[ 0.00335559  0.05951747 -0.0504349 ],[1.0267974  9.52627769 7.19350921],37
310,2.0,[  3.          73.96480905 -65.52116522],0.0,Speaker,1.0,[ 0.00336654  0.06266151 -0.05164271],[ 1.0270674  10.53737143  7.4820544 ],37
315,2.0,[  3.         259.7915166  -15.24581644],0.0,Speaker,1.0,[ 0.00336904  0.06266124 -0.05164093],[ 1.02866238 11.50632801  8.24232333],37
320,2.0,[  3.         303.3611067   -8.97300862],0.0,Speaker,1.0,[ 0.00336964  0.06266137 -0.05163937],[ 1.02866438 11.50843126  8.24281436],37
350,4.0,[   2.           45.32374741 -107.12763896],1.0,non_Speaker,0.0,[ 0.00020828  0.02295788 -0.01724664],[ 1.00323257 59.81436761 15.74347078],37
357,3.0,[  2.         266.5259038  -13.96382719],1.0,non_Speaker,0.0,[ 0.00198629  0.05188423 -0.05683305],[ 1.02082608 13.25442289 19.97125865],37
365,3.0,[  2.          52.40859384 -78.27565552],1.0,non_Speaker,0.0,[ 0.00200089  0.05187415 -0.05684427],[ 1.02082243 13.27006047 19.96685951],37
376,2.0,[  3.         283.06797557  -5.74035436],0.0,Speaker,1.0,[ 0.0033688   0.06266132 -0.05164071],[ 1.02866277 11.50797922  8.24237796],37
12,0.0,[0. 0. 0.],0.0,CB,1.0,[-2.22044605e-16  0.00000000e+00  1.11022302e-16],[1.00000000e+00 1.99851786e+03 9.01588651e+02],37
17,0.0,[  0.         154.95086476 144.89448141],0.0,CB,1.0,[ 0.00000000e+00  0.00000000e+00 -5.55111512e-17],[1.00000000e+00 1.99851786e+03 9.01588651e+02],37
22,2.0,[  3.         278.18528775 -13.36742159],0.0,Speaker,1.0,[ 0.00336937  0.06266117 -0.0516408 ],[ 1.0286629  11.50863898  8.242395  ],37
35,2.0,[  3.         274.75022075 -16.3438536 ],1.0,Speaker,0.0,[ 0.00336888  0.06266252 -0.05164019],[ 1.02866166 11.50869681  8.2420514 ],37
42,2.0,[  3.          72.04585929 -74.17441624],0.0,Speaker,1.0,[ 0.0033691   0.06266148 -0.05164086],[ 1.02866249 11.50957137  8.24225206],37
46,2.0,[   3.          239.31038944 -163.41327527],0.0,Speaker,1.0,[ 0.00336902  0.06266187 -0.05164104],[ 1.02981097 12.1721046   8.94463279],37
54,3.0,[  2.         319.95046608  -6.87810196],1.0,non_Speaker,0.0,[ 0.00196724  0.05179624 -0.05934422],[ 1.01940515 12.60503521 19.47266508],37
78,2.0,[   3.          498.91150235 -172.24591144],0.0,Speaker,1.0,[ 0.003384    0.06267588 -0.05161754],[ 1.02981925 12.17544814  8.94720506],37
94,2.0,[   3.          517.24123636 -172.96884736],0.0,Speaker,1.0,[ 0.00336921  0.06266149 -0.05164059],[ 1.02981223 12.17260234  8.94499202],37
101,1.0,[  1.         244.44896458 118.78274256],0.0,STS,1.0,[ 8.32667268e-17 -2.22044605e-16 -6.66133815e-16],[1.07864477e+00 2.65824724e+04 8.00108290e+02],37
108,2.0,[   3.          239.083941   -165.38838976],1.0,Speaker,0.0,[ 0.00336901  0.06266158 -0.05164079],[ 1.02981182 12.17243969  8.94487402],37
112,2.0,[  3.          36.57243941 -69.76460009],1.0,Speaker,0.0,[ 0.00336886  0.06266228 -0.05164123],[ 1.02981001 12.17173077  8.94436263],37
121,2.0,[  3.          38.14105577 -64.11749974],1.0,Speaker,0.0,[ 0.00352763  0.05943099 -0.06129883],[ 1.03025019 10.49529389 10.9897179 ],37
128,2.0,[  3.          34.16256729 -66.44642042],1.0,Speaker,0.0,[ 0.0036723   0.05860649 -0.06664472],[ 1.0310186   9.70953465 11.90920268],37
137,3.0,[   2.          304.52529666 -178.05878641],0.0,non_Speaker,1.0,[ 0.00199543  0.05179769 -0.05934258],[ 1.01940477 12.60692527 19.47226275],37
141,3.0,[   2.          344.73412384 -177.28760635],0.0,non_Speaker,1.0,[ 0.00197152  0.05179899 -0.05934211],[ 1.01940505 12.60695965 19.47254047],37
145,3.0,[   2.          344.73683452 -177.28732334],0.0,non_Speaker,1.0,[ 1.74771534  1.74386542 -2.23870032],[1. 1. 1.],37
149,3.0,[   2.          365.52572038 -178.22602105],0.0,non_Speaker,1.0,[ 0.00197174  0.05179837 -0.05934255],[ 1.01940509 12.60704959 19.47256526],37
152,2.0,[   3.           32.37056085 -110.52842278],1.0,Speaker,0.0,[ 0.00378901  0.05751379 -0.07105459],[ 1.03173465  9.1047495  12.78960184],37
159,2.0,[   3.           33.12490009 -113.76985359],0.0,Speaker,1.0,[ 0.00365522  0.0562091  -0.07177171],[ 1.03266947  9.39030329 13.34099195],37
170,4.0,[   2.          562.22333776 -176.80700559],0.0,non_Speaker,1.0,[ 0.00089059  0.02055034 -0.04820918],[ 1.00700422 61.49622932 15.00953152],37
181,3.0,[  2.         195.29686928  -7.44707687],0.0,non_Speaker,1.0,[ 0.00197143  0.05179982 -0.05934212],[ 1.01940428 12.60641612 19.47180121],37
187,2.0,[  3.         830.4440093   -2.50633359],0.0,Speaker,1.0,[ 0.00377981  0.05730238 -0.07143442],[ 1.03186478  9.08922383 13.31948664],37
195,2.0,[  3.         839.94608151  -1.52237811],0.0,Speaker,1.0,[ 0.00377931  0.05730065 -0.07143262],[ 1.03187065  9.09075943 13.32183761],37
200,3.0,[  2.         306.67742047 -10.39124545],0.0,non_Speaker,1.0,[ 0.00197128  0.05179921 -0.05934189],[ 1.01946139 13.14351003 19.47339349],37
215,2.0,[  3.         844.19408869  -2.0579448 ],0.0,Speaker,1.0,[ 0.00377987  0.0572999  -0.07143151],[ 1.03187371  9.09154822 13.32308269],37
235,2.0,[  3.         511.22989315  -5.76096072],1.0,Speaker,0.0,[ 0.00377921  0.0573003  -0.07143305],[ 1.03187039  9.09072271 13.32169217],37
239,2.0,[  3.          57.4867536  -55.39473483],1.0,Speaker,0.0,[ 0.00378017  0.05729857 -0.07143459],[ 1.03187003  9.09075954 13.3213731 ],37
247,3.0,[   2.          218.9762523  -166.98558505],0.0,non_Speaker,1.0,[ 0.00196905  0.05179939 -0.05934096],[ 1.01946254 13.14753663 19.47438531],37
258,3.0,[  2.          62.46417973 -93.99372746],1.0,non_Speaker,0.0,[ 0.00197275  0.05179967 -0.0593395 ],[ 1.01946385 13.14826541 19.47569716],37
267,3.0,[  2.          12.59784513 -77.8669752 ],1.0,non_Speaker,0.0,[ 0.00196029  0.051788   -0.05992903],[ 1.01910044 13.05273946 19.49203489],37
273,2.0,[  3.         597.6338887   -3.29176298],0.0,Speaker,1.0,[ 0.00381043  0.05899097 -0.07179801],[ 1.03192246  9.37809363 13.22933386],37
276,5.0,[   2.          366.46774933 -178.5433454 ],0.0,non_Speaker,1.0,[ 0.00074015  0.01987636 -0.04679615],[  1.06422845 296.83372415  60.39466566],37
282,2.0,[  3.         533.62747202  -6.05784862],0.0,Speaker,1.0,[ 0.61780244  2.1031234  -1.03626158],[1. 1. 1.],37
302,3.0,[  2.         333.02795971 -15.02113225],0.0,non_Speaker,1.0,[ 0.00220451  0.04266383 -0.0731695 ],[ 1.01779894 14.47230969 19.78795682],37
314,2.0,[  3.          72.12727711 -63.08604352],0.0,Speaker,1.0,[ 0.00380606  0.05897495 -0.07180813],[ 1.03192842  9.38069113 13.23038634],37
320,2.0,[  3.         261.67537826 -14.22802484],0.0,Speaker,1.0,[ 0.0038032   0.05896827 -0.0718164 ],[ 1.03266407  9.8079572  13.55517598],37
330,3.0,[  2.         248.93383749  -9.32015091],0.0,non_Speaker,1.0,[ 0.00220265  0.0426642  -0.07316548],[ 1.0178037  14.48741374 19.79290017],37
339,4.0,[   2.           45.03938575 -105.91183903],1.0,non_Speaker,0.0,[ 0.00089904  0.02054258 -0.04821226],[ 1.00700965 61.64247407 15.00984699],37
341,2.0,[  3.         536.8269011   -5.16341377],0.0,Speaker,1.0,[ 1.28207083  2.6438254  -1.9753544 ],[1. 1. 1.],37
352,0.0,[  0.         153.70226181  44.17604362],0.0,CB,1.0,[-6.93889390e-18  5.55111512e-17  0.00000000e+00],[1.00000000e+00 2.94263934e+03 1.72713899e+03],37
362,4.0,[  2.          59.76709138 -97.06194306],0.0,non_Speaker,1.0,[ 0.00099178  0.02259113 -0.05317006],[ 1.00648193 32.6657702  16.33946037],37
372,3.0,[  2.          54.36566549 -78.70456536],1.0,non_Speaker,0.0,[ 0.00220197  0.04266292 -0.07316505],[ 1.01783194 14.903719   19.79493299],37
377,2.0,[  3.         283.06933213  -5.74084613],0.0,Speaker,1.0,[ 0.00380289  0.05896752 -0.07181617],[ 1.03266603  9.81106304 13.55579629],37
8,0.0,[0. 0. 0.],0.0,CB,1.0,[ 6.93889390e-18 -3.46944695e-18 -2.77555756e-17],[1.00000000e+00 3.87160656e+03 1.80387752e+03],37
12,4.0,[  2.         295.46011425 -11.38349752],0.0,non_Speaker,1.0,[ 0.00099946  0.02259591 -0.05316802],[ 1.00968121 35.47903184 23.87849003],37
23,4.0,[  2.         287.05607344 -12.12864866],0.0,non_Speaker,1.0,[ 0.00099203  0.02259431 -0.05316876],[ 1.01117069 67.98511299 23.92714987],37
41,2.0,[  3.         286.83598525 -16.05271805],0.0,Speaker,1.0,[ 0.00380188  0.05896871 -0.0718163 ],[ 1.03266422  9.81206941 13.55505994],37
44,2.0,[   3.          241.22784256 -163.54888176],0.0,Speaker,1.0,[ 0.00380264  0.05896818 -0.0718161 ],[ 1.0326654   9.81302432 13.55548728],37
59,2.0,[   3.          235.19143972 -163.36857792],0.0,Speaker,1.0,[ 0.00380408  0.05896892 -0.07181528],[ 1.03266565  9.81303126 13.55566333],37
64,2.0,[   3.          523.79338548 -171.7329024 ],0.0,Speaker,1.0,[ 0.00380259  0.0589683  -0.07181614],[ 1.03266515  9.81295269 13.55539296],37
68,3.0,[  2.          33.84110896 -28.82581378],1.0,non_Speaker,0.0,[ 0.00219787  0.04325139 -0.07368192],[ 1.01744386 14.18601928 19.73379079],37
72,3.0,[  2.          34.72150404 -28.02693723],1.0,non_Speaker,0.0,[ 0.00436981  0.0721724  -0.07695008],[ 1.02426282  8.14018741 10.8815857 ],37
134,3.0,[   2.          828.81626181 -176.58894736],0.0,non_Speaker,1.0,[ 0.00500035  0.08379742 -0.07979562],[1.02725338 8.94617667 9.46105249],37
138,3.0,[   2.          304.52529666 -178.05878641],0.0,non_Speaker,1.0,[ 0.00500082  0.08379684 -0.0797961 ],[1.02725345 8.94620789 9.46099955],37
168,2.0,[  3.          29.43577044 -84.83908532],1.0,Speaker,0.0,[ 0.00380191  0.05897112 -0.07181741],[ 1.03265849  9.81102394 13.55283063],37
173,3.0,[  2.         203.11258643  -6.87510464],0.0,non_Speaker,1.0,[ 0.0050006   0.08379745 -0.0797949 ],[1.02725397 8.94634157 9.46132266],37
178,4.0,[   2.          360.92274275 -176.77324607],1.0,non_Speaker,0.0,[ 0.00089825  0.02261154 -0.05316162],[  1.01287923 103.12788348  23.9915237 ],37
189,2.0,[  3.         828.63090429  -2.78869802],0.0,Speaker,1.0,[ 0.00380714  0.05812148 -0.07350152],[ 1.03260113  9.57990271 14.10443691],37
199,2.0,[  3.         850.80279829  -2.98576171],0.0,Speaker,1.0,[ 0.00380652  0.05812123 -0.07350179],[ 1.03260105  9.5799036  14.10437104],37
219,4.0,[  2.         601.7444167   -3.45988176],1.0,non_Speaker,0.0,[ 0.00099848  0.02259537 -0.05316829],[  1.01289827 103.57447782  23.99069059],37
231,4.0,[   2.           48.17525022 -109.84247647],0.0,non_Speaker,1.0,[ 0.4047106   3.13772267 -1.92259016],[1. 1. 1.],37
260,3.0,[   2.          511.10611029 -175.25099036],1.0,non_Speaker,0.0,[ 0.00500048  0.08379713 -0.07979576],[1.02725356 8.94674007 9.46106935],37
264,5.0,[  2.         345.75339829 177.23359162],0.0,non_Speaker,1.0,[ 0.00073784  0.01987775 -0.04679328],[  1.06422879 296.75986836  60.40725757],37
268,3.0,[  2.          14.55923942 -79.52148771],1.0,non_Speaker,0.0,[ 0.00500215  0.08379719 -0.07979439],[1.02725461 8.94703373 9.46155944],37
272,3.0,[  2.          60.36658627 -39.39811145],1.0,non_Speaker,0.0,[ 0.00498802  0.08233143 -0.08252853],[ 1.0271374   8.73158521 10.25493393],37
278,3.0,[   2.           46.52994559 -114.57552555],1.0,non_Speaker,0.0,[ 0.00495802  0.08315835 -0.0825088 ],[ 1.02699306  9.02173198 10.26884138],37
304,2.0,[  3.         522.88493307  -5.30189822],1.0,Speaker,0.0,[ 0.00380552  0.05812003 -0.07350061],[ 1.03260522  9.58103903 14.10609763],37
340,3.0,[   2.          263.36681957 -164.96605417],0.0,non_Speaker,1.0,[ 0.00495887  0.08315566 -0.08251689],[ 1.02699166  9.02235421 10.27734503],37
352,2.0,[  3.         538.92211878  -6.31905983],0.0,Speaker,1.0,[ 1.88675655  1.8690867  -2.46107861],[1. 1. 1.],37
374,4.0,[  2.          58.77480614 -97.18179171],0.0,non_Speaker,1.0,[ 0.50514208  3.14553188 -1.42937962],[1. 1. 1.],37
376,3.0,[  2.          44.52576375 -95.60847196],1.0,non_Speaker,0.0,[ 0.0049575   0.08315511 -0.08251946],[ 1.0269899   9.02188215 10.27632025],37
9,0.0,[0. 0. 0.],0.0,CB,1.0,[ 5.55111512e-17 -1.11022302e-16 -5.55111512e-17],[1.00000000e+00 3.87160656e+03 1.80387752e+03],37
23,1.0,[  1.         302.0757068   90.04804513],0.0,STS,1.0,[ 3.33066907e-16 -2.22044605e-16 -1.66533454e-16],[1.11796716e+00 2.89321933e+04 1.35492121e+03],37
43,3.0,[  2.         828.23911463  -3.55223471],0.0,non_Speaker,1.0,[ 0.00495281  0.08314271 -0.08257123],[ 1.02697446  9.0222495  10.30093635],37
49,1.0,[  1.         332.58553291  88.40103805],0.0,STS,1.0,[0.0000000e+00 6.9388939e-18 0.0000000e+00],[1.15728955e+00 3.25203505e+04 1.67377270e+03],37
53,3.0,[  2.         319.95046608  -6.87810196],1.0,non_Speaker,0.0,[ 0.00494697  0.08313874 -0.08257641],[ 1.02697363  9.02217239 10.29967603],37
59,2.0,[   3.          500.74852056 -171.5810085 ],0.0,Speaker,1.0,[-0.7452732   2.93452497 -0.11991343],[1. 1. 1.],37
64,4.0,[   2.          831.69479289 -176.73878093],0.0,non_Speaker,1.0,[ 1.79994581  2.32226813 -1.7180013 ],[1. 1. 1.],37
71,3.0,[  2.          34.72150404 -28.02693723],1.0,non_Speaker,0.0,[ 0.00495216  0.08313491 -0.08256974],[ 1.02698274  9.0248875  10.30370943],37
75,3.0,[  2.          54.99267093 -57.37383102],1.0,non_Speaker,0.0,[ 0.00531976  0.08991742 -0.08452261],[1.02890511 9.53167868 9.665336  ],37
93,0.0,[  0.         391.06156271 165.01583639],0.0,CB,1.0,[ 3.46944695e-18 -4.33680869e-19  0.00000000e+00],[1.00000000e+00 3.87160656e+03 1.80387752e+03],37
99,3.0,[   2.          271.67432686 -177.19103472],1.0,non_Speaker,0.0,[ 0.00531907  0.08999556 -0.08462504],[1.02885597 9.57185901 9.7028361 ],37
105,4.0,[   2.          567.10602349 -177.03706306],0.0,non_Speaker,1.0,[ 0.00100316  0.02270086 -0.05313022],[  1.01811293 104.78777015  37.9872565 ],37
125,3.0,[   2.          548.48590295 -176.30851819],0.0,non_Speaker,1.0,[ 0.00532104  0.08999652 -0.08462503],[1.02885495 9.57153834 9.70256145],37
135,3.0,[   2.          303.52318474 -178.05272032],0.0,non_Speaker,1.0,[ 0.00531896  0.08999431 -0.08462589],[1.02885639 9.5720181  9.70281676],37
